5 5.0714328692
10 5.0754840673
15 5.0815217577
20 5.0908472132
25 5.1051788064
30 5.1258914321
35 5.1538714319
40 5.1894857365
45 5.2314982592
50 5.2784004999
55 5.3284338632
60 5.3772070436
65 5.4223118590
70 5.4619200257
75 5.4946498941
80 5.5186389436
85 5.5334196043
90 5.5386222288
