20 -184 2
21 -169 2
22 -175 2
23 -179 2
24 -161 2
25 -155 2
26 -149 2
27 -146 2
28 -160 2
29 -152 2
30 -129 2
31 -116 2
32 -104 2
33 -98 2
34 -90 2
35 -82 2
36 -95 2
37 -95 2
38 -88 2
39 -83 2
40 -75 2
41 -64 2
42 -69 2
43 -67 2
44 -65 2
45 -73 2
46 -71 2
47 -69 2
48 -65 2
49 -51 2
50 -48 2
51 -56 2
52 -51 2
53 -43 2
54 -39 2
55 -37 2
56 -40 2
57 -45 2
58 -46 2
59 -44 2
60 -44 2
61 -43 2
62 -42 2
63 -39 2
64 -35 2
65 -37 2
66 -32 2
67 -30 2
68 -30 2
69 -30 2
70 -28 2
71 -28 2
72 -28 2
73 -27 2
74 -20 2
75 -21 2
76 -22 2
77 -23 2
78 -23 2
79 -26 2
80 -31 2
81 -31 2
82 -31 2
83 -34 2
84 -32 2
85 -27 2
86 -27 2
87 -28 2
88 -25 2
89 -26 2
90 -27 2
91 -27 2
92 -23 2
93 -22 2
94 -27 2
95 -26 2
96 -30 2
97 -29 2
98 -26 2
99 -24 2
100 -22 2
101 -23 2
102 -24 2
103 -22 2
104 -20 2
105 -18 2
106 -19 2
107 -19 2
108 -18 2
109 -23 2
110 -22 2
111 -30 2
112 -30 2
113 -21 2
114 -25 2
115 -30 2
116 -28 2
117 -28 2
118 -29 2
119 -28 2
120 -25 2
121 -19 2
122 -16 2
123 -16 2
124 -16 2
125 -11 2
126 -10 2
127 -9 2
128 -14 2
129 -16 2
130 -18 2
131 -19 2
132 -21 2
133 -20 2
134 -17 2
135 -14 2
136 -6 2
137 -11 2
138 -12 2
139 -13 2
140 -10 2
141 -9 2
142 -15 2
143 -12 2
144 -9 2
145 -11 2
146 -15 2
147 -14 2
148 -12 2
149 -6 2
150 -4 2
151 -6 2
152 -7 2
153 -10 2
154 -11 2
155 -10 2
156 -8 2
157 -10 2
158 -11 2
159 -13 2
160 -14 2
161 -12 2
162 -13 2
163 -14 2
164 -11 2
165 -8 2
166 -3 2
167 -4 2
168 -4 2
169 -5 2
170 -7 2
171 -8 2
172 -8 2
173 -8 2
174 -9 2
175 -7 2
176 -7 2
177 -5 2
178 -6 2
179 -5 2
180 -2 2
181 -5 2
182 -8 2
183 -8 2
184 -5 2
185 -4 2
186 -4 2
187 -2 2
188 0 2
189 0 2
190 0 2
191 1 2
0 15 3
1 24 2
2 28 2
3 10 2
4 -2 2
5 -3 2
6 8 2
7 -32 2
8 -56 2
9 -84 2
10 -121 2
11 -148 2
12 -162 2
13 -174 2
14 -183 2
15 -218 2
16 -255 2
17 -248 2
18 -245 2
19 -233 2
20 -227 2
21 -213 2
22 -178 2
23 -166 2
24 -147 2
25 -144 2
26 -138 2
27 -123 2
28 -122 2
29 -122 2
30 -118 2
31 -107 2
32 -98 2
33 -94 2
34 -94 2
35 -92 2
36 -93 2
37 -90 2
38 -86 2
39 -83 2
40 -83 2
41 -85 2
42 -83 2
43 -79 2
44 -77 2
45 -74 2
46 -71 2
47 -66 2
48 -66 2
49 -64 2
50 -65 2
51 -62 2
52 -62 2
53 -62 2
54 -58 2
55 -56 2
56 -56 2
57 -56 2
58 -59 2
59 -61 2
60 -58 2
61 -57 2
62 -57 2
63 -47 2
64 -48 2
65 -47 2
66 -55 2
67 -60 2
68 -60 2
69 -53 2
70 -45 2
71 -43 2
72 -42 2
73 -42 2
74 -40 2
75 -37 2
76 -37 2
77 -37 2
78 -32 2
79 -28 2
80 -26 2
81 -25 2
82 -29 2
83 -37 2
84 -30 2
85 -26 2
86 -26 2
87 -29 2
88 -30 2
89 -31 2
90 -37 2
91 -35 2
92 -20 2
93 -21 2
94 -34 2
95 -50 2
96 -43 2
97 -44 2
98 -42 2
99 -37 2
100 -37 2
101 -41 2
102 -36 2
103 -30 2
104 -39 2
105 -45 2
106 -43 2
107 -42 2
108 -33 2
109 -33 2
110 -34 2
111 -32 2
112 -31 2
113 -28 2
114 -29 2
115 -27 2
116 -21 2
117 -16 2
118 -14 2
119 -14 2
120 -15 2
121 -14 2
122 -16 2
123 -18 2
124 -20 2
125 -21 2
126 -22 2
127 -19 2
128 -15 2
129 -13 2
130 -13 2
131 -22 2
132 -25 2
133 -25 2
134 -22 2
135 -17 2
136 -14 2
137 -13 2
138 -12 2
139 -5 2
140 -2 2
141 1 2
142 2 2
143 0 2
144 -1 2
145 3 2
146 3 2
147 3 2
148 1 2
149 -3 2
150 -8 2
151 -9 2
152 -14 2
153 -16 2
154 -17 2
155 -19 2
156 -23 2
157 -23 2
158 -23 2
159 -23 2
160 -21 2
161 -22 2
162 -23 2
163 -21 2
164 -16 2
165 -11 2
166 -6 2
167 -8 2
168 -9 2
169 -7 2
170 -5 2
171 -5 2
172 -4 2
173 0 2
174 -3 2
175 -4 2
176 -5 2
177 -5 2
178 -7 2
179 -6 2
180 -2 2
181 -1 2
182 4 2
183 6 2
184 10 2
185 12 2
186 18 2
187 2 2
188 -21 2
189 -40 2
190 -32 2
191 -52 2
