0 -29 3
1 -31 2
2 -34 2
3 -34 2
4 -39 2
5 -24 2
6 2 2
7 -91 2
8 -92 2
9 -72 2
10 -96 2
11 -132 2
12 -196 2
13 -179 2
14 -202 2
15 -211 2
16 -221 2
17 -216 2
18 -205 2
19 -187 2
20 -177 2
21 -172 2
22 -153 2
23 -150 2
24 -145 2
25 -145 2
26 -144 2
27 -134 2
28 -124 2
29 -118 2
30 -111 2
31 -114 2
32 -113 2
33 -106 2
34 -103 2
35 -107 2
36 -104 2
37 -98 2
38 -96 2
39 -92 2
40 -89 2
41 -90 2
42 -88 2
43 -86 2
44 -85 2
45 -84 2
46 -83 2
47 -81 2
48 -83 2
49 -86 2
50 -85 2
51 -82 2
52 -78 2
53 -75 2
54 -75 2
55 -73 2
56 -67 2
57 -63 2
58 -60 2
59 -57 2
60 -56 2
61 -54 2
62 -50 2
63 -50 2
64 -50 2
65 -48 2
66 -45 2
67 -45 2
68 -45 2
69 -43 2
70 -43 2
71 -43 2
72 -50 2
73 -55 2
74 -53 2
75 -48 2
76 -42 2
77 -37 2
78 -36 2
79 -33 2
80 -29 2
81 -31 2
82 -30 2
83 -30 2
84 -30 2
85 -29 2
86 -28 2
87 -26 2
88 -27 2
89 -27 2
90 -25 2
91 -25 2
92 -25 2
93 -26 2
94 -26 2
95 -28 2
96 -30 2
97 -31 2
98 -33 2
99 -33 2
100 -32 2
101 -28 2
102 -25 2
103 -20 2
104 -17 2
105 -16 2
106 -17 2
107 -16 2
108 -16 2
109 -16 2
110 -15 2
111 -13 2
112 -13 2
113 -14 2
114 -13 2
115 -13 2
116 -13 2
117 -12 2
118 -14 2
119 -15 2
120 -15 2
121 -15 2
122 -17 2
123 -19 2
124 -20 2
125 -18 2
126 -18 2
127 -19 2
128 -17 2
129 -17 2
130 -17 2
131 -16 2
132 -17 2
133 -16 2
134 -12 2
135 -12 2
136 -14 2
137 -14 2
138 -14 2
139 -14 2
140 -14 2
141 -14 2
142 -15 2
143 -17 2
144 -19 2
145 -22 2
146 -22 2
147 -20 2
148 -16 2
149 -13 2
150 -13 2
151 -12 2
152 -13 2
153 -16 2
154 -17 2
155 -16 2
156 -13 2
157 -9 2
158 0 2
159 -5 2
160 -5 2
161 -7 2
162 -5 2
163 -1 2
164 0 2
165 3 2
166 2 2
167 1 2
168 1 2
169 -3 2
170 -3 2
171 -5 2
172 -4 2
173 4 2
174 8 2
175 7 2
176 9 2
177 6 2
178 8 2
179 13 2
180 7 2
181 -2 2
182 -2 2
183 -3 2
184 -9 2
185 -1 2
186 -1 2
187 -4 2
188 -6 2
189 -4 2
190 -7 2
191 -2 2
0 -14 3
1 -18 2
2 -22 2
3 -29 2
4 -19 2
5 -10 2
6 -22 2
7 -27 2
8 -57 2
9 -94 2
10 -132 2
11 -157 2
12 -144 2
13 -167 2
14 -191 2
15 -197 2
16 -215 2
17 -200 2
18 -199 2
19 -198 2
20 -173 2
21 -160 2
22 -146 2
23 -136 2
24 -132 2
25 -129 2
26 -122 2
27 -115 2
28 -113 2
29 -104 2
30 -102 2
31 -105 2
32 -105 2
33 -106 2
34 -108 2
35 -99 2
36 -91 2
37 -79 2
38 -81 2
39 -78 2
40 -73 2
41 -70 2
42 -68 2
43 -70 2
44 -68 2
45 -65 2
46 -64 2
47 -72 2
48 -71 2
49 -58 2
50 -57 2
51 -50 2
52 -45 2
53 -42 2
54 -40 2
55 -44 2
56 -43 2
57 -43 2
58 -53 2
59 -59 2
60 -65 2
61 -66 2
62 -71 2
63 -83 2
64 -90 2
65 -81 2
66 -78 2
67 -71 2
68 -71 2
69 -68 2
70 -65 2
71 -57 2
72 -55 2
73 -53 2
74 -49 2
75 -51 2
76 -48 2
77 -46 2
78 -50 2
79 -54 2
80 -51 2
81 -56 2
82 -56 2
83 -54 2
84 -56 2
85 -51 2
86 -46 2
87 -46 2
88 -45 2
89 -39 2
90 -36 2
91 -37 2
92 -39 2
93 -40 2
94 -43 2
95 -46 2
96 -47 2
97 -43 2
98 -36 2
99 -35 2
100 -33 2
101 -28 2
102 -26 2
103 -24 2
104 -24 2
105 -24 2
106 -23 2
107 -20 2
108 -17 2
109 -17 2
110 -18 2
111 -16 2
112 -15 2
113 -15 2
114 -15 2
115 -14 2
116 -13 2
117 -11 2
118 -13 2
119 -4 2
120 -4 2
121 -2 2
122 -3 2
123 -9 2
124 -13 2
125 -13 2
126 -13 2
127 -11 2
128 -12 2
129 -14 2
130 -22 2
131 -25 2
132 -19 2
133 -19 2
134 -23 2
135 -22 2
136 -20 2
137 -17 2
138 -16 2
139 -19 2
140 -21 2
141 -23 2
142 -23 2
143 -21 2
144 -25 2
145 -26 2
146 -26 2
147 -23 2
148 -18 2
149 -14 2
150 -13 2
151 -13 2
152 -9 2
153 -14 2
154 -13 2
155 -14 2
156 -14 2
157 -15 2
158 -14 2
159 -14 2
160 -17 2
161 -16 2
162 -12 2
163 -11 2
164 -10 2
165 -11 2
166 -11 2
167 -13 2
168 -16 2
169 -17 2
170 -14 2
171 -14 2
172 -9 2
173 -7 2
174 -8 2
175 -17 2
176 -15 2
177 -20 2
178 -15 2
179 -11 2
180 -10 2
181 -14 2
182 -19 2
183 -16 2
184 -13 2
185 -2 2
186 5 2
187 3 2
188 4 2
189 -7 2
190 -11 2
191 -13 2
0 -76 3
1 -58 2
2 -57 2
3 -64 2
4 -63 2
5 -54 2
6 -35 2
7 -66 2
8 -126 2
9 -148 2
10 -162 2
11 -157 2
12 -152 2
13 -174 2
14 -191 2
15 -201 2
16 -187 2
17 -192 2
18 -188 2
19 -176 2
